nodes,isolates,edges,self_loops,degree,max_degree,density,distance,max_distance,clustering
16,0,23,0,2.875,15,0.19166666666666668,1.0,1,0.2613095238095238
15,0,14,0,1.8666666666666667,12,0.13333333333333333,1.0,1,0.0
16,0,31,0,3.875,14,0.25833333333333336,1.0,1,0.22773580586080583
16,0,23,0,2.875,15,0.19166666666666668,1.0,1,0.2613095238095238
16,0,26,0,3.25,15,0.21666666666666667,1.3333333333333333,2,0.3991071428571429
15,0,13,0,1.7333333333333334,9,0.12380952380952381,1.0,1,0.0
16,0,26,0,3.25,15,0.21666666666666667,1.0,1,0.38395562770562774
16,0,28,0,3.5,14,0.23333333333333334,1.0,1,0.06318681318681318
16,0,21,0,2.625,15,0.175,1.4,2,0.09553571428571428
16,0,26,0,3.25,10,0.21666666666666667,1.2121212121212122,2,0.07775297619047619
