nodes,isolates,edges,self_loops,degree,max_degree,density,distance,max_distance,clustering
32,0,53,0,3.3125,31,0.10685483870967742,1.0701754385964912,2,0.3918850806451613
32,0,73,0,4.5625,21,0.14717741935483872,1.3865546218487395,2,0.5047067123142579
32,0,61,0,3.8125,16,0.12298387096774194,1.3296703296703296,2,0.3978687567140957
32,0,42,0,2.625,20,0.0846774193548387,1.2156862745098038,3,0.11676456766917293
32,0,46,0,2.875,22,0.09274193548387097,1.5529411764705883,3,0.1026154401154401
32,0,58,0,3.625,16,0.11693548387096774,1.7938931297709924,4,0.3046841613247864
32,0,61,0,3.8125,25,0.12298387096774194,1.0757575757575757,2,0.36937251984126984
32,0,55,0,3.4375,31,0.11088709677419355,1.0517241379310345,2,0.41055347542242704
32,0,61,0,3.8125,25,0.12298387096774194,1.0757575757575757,2,0.36937251984126984
32,0,70,0,4.375,15,0.14112903225806453,1.146341463414634,2,0.3152563582251082
